,Título,Autor,Categoría,Posición,Nota Media,Votos,Nota,Críticas,Resumen
742,LOS ASESINOS DEL EMPERADOR. El ascenso de Trajano,"POSTEGUILLO, SANTIAGO",Historica y aventuras,5,8.51,731,Muy bueno,104,"18 de septiembre del año 96 d. C. Un plan perfecto. Un día diseñado para escribir la Historia, pero cuando todo sale mal la Historia ya no se escribe… se improvisa: una guerra civil, las fieras del Co"
743,AFRICANUS. El hijo del cónsul,"POSTEGUILLO, SANTIAGO",Historica y aventuras,6,8.45,1.380,Muy bueno,188,"A finales del siglo III a. C., Roma se encontraba al borde de la destrucción total, a punto de ser aniquilada por los ejércitos cartagineses al mando de uno de los mejores estrategas militares de todo"
744,EL CONDE DE MONTECRISTO,"DUMAS, ALEJANDRO (Alexandre Dumas)",Historica y aventuras,7,8.4,1.717,Muy bueno,154,"Un clásico de enorme poder de sugestión, a través de la figura del hombre solitario que, luego de sobrevivir a la injusta condena y la miserable prisión, regresa para hacer justicia. Retrato de época,"
745,LA TRAICIÓN DE ROMA,"POSTEGUILLO, SANTIAGO",Historica y aventuras,8,8.4,806,Muy bueno,77,"La tercera parte de la trilogía de novela histórica más exitosa de los últimos tiempos. ""He sido el hombre más poderoso del mundo, pero también el más traicionado."" Así comienza Publio Cornelio Escipi"
746,LOS PILARES DE LA TIERRA. Edición 25 aniversario,"FOLLETT, KEN",Historica y aventuras,9,8.23,665,Muy bueno,32,"La novela más querida de Ken Follett, Los pilares de la tierra, se publicó por primera vez hace 25 años y lo celebramos con una edición conmemorativa que incluye una nueva introducción del autor.   En"
747,LA FIESTA DEL CHIVO,"VARGAS LLOSA, MARIO",Historica y aventuras,10,8.09,585,Muy bueno,65,"En La Fiesta del Chivo asistimos a un doble retorno. Mientras Urania Cabral visita a su padre en Santo Domingo, volvemos a 1961, cuando la capital dominicana aún se llamaba Ciudad Trujillo. Allí un ho"
748,AZTECA,"JENNINGS, GARY",Historica y aventuras,11,8.08,199,Muy bueno,38,"Hacia 1530, el emperador Carlos pide al obispo de México que le proporcione información sobre la vida y costumbres de los indios americanos; el obispo, fray Juan de Zumárraga, envía al monarca un rela"
749,LOS PILARES DE LA TIERRA,"FOLLETT, KEN",Historica y aventuras,12,8.04,4.791,Muy bueno,398,"El gran maestro de la narrativa de acción y suspense nos transporta a la Edad Media, a un fascinante mundo de reyes, damas, caballeros, pugnas feudales, castillos y ciudades amuralladas. El amor y la "
750,"YO, CLAUDIO","GRAVES, ROBERT",Historica y aventuras,13,8.04,426,Muy bueno,38,"EDICIÓN ESPECIAL LIMITADA CONMEMORANDO EL 60 ANIVERSARIO DE EDHASA. Supuesta ""autobiografía"" de Claudio, singular emperador romano predestinado a serlo a pesar de que sus deseos fueran por otros camin"
751,EL INVIERNO DEL MUNDO. (The Century 2),"FOLLETT, KEN",Historica y aventuras,14,7.94,798,Muy bueno,61,"En el año 1933, Berlín es un foco de agitación política y social. Lady Maud, ahora la esposa de Walter von Ulrich y madre de dos hijos, publica artículos en una revista semanal que ridiculizan al part"
752,LOS TRES MOSQUETEROS,"DUMAS, ALEJANDRO (Alexandre Dumas)",Historica y aventuras,15,7.92,467,Muy bueno,25,"Ambientada durante el reinado de Luis XIII de Francia, Alejandro Dumas crea una insuperable novela de aventuras en la que narra las peripecias del joven d’Artagnan en su intento por convertirse en uno"
753,PAPILLON,"CHARRIERE, HENRI",Historica y aventuras,16,7.89,232,Muy bueno,32,"En 1931, Henri Charrière, apodado Papillon por el tatuaje en forma de mariposa de su pecho, fue condenado a prisión por un asesinato que no había cometido. Sentenciado a cadena perpetua en una colonia"
754,EL MÉDICO,"GORDON, NOAH",Historica y aventuras,17,7.88,2.816,Muy bueno,200,"Esta fascinante novela describe la pasión de un hombre del siglo XI por vencer la enfermedad y la muerte, aliviar el dolor de sus semejantes e impartir el don casi místico de sanar que le ha sido otor"
755,LA CAÍDA DE LOS GIGANTES. (The Century 1),"FOLLETT, KEN",Historica y aventuras,18,7.83,1.360,Muy bueno,122,"Ken Follet regresa con la trilogía The Century, donde combina la ambientación épica y el drama humano, sello distintivo en sus obras, a una escala nunca antes concebida, ni siquiera por él. Con la mis"
756,"SINUHE, EL EGIPCIO","WALTARI, MIKA",Historica y aventuras,19,7.81,785,Muy bueno,75,"En el ocaso de su vida, el protagonista de este relato confiesa: ""porque yo, Sinuhé, soy un hombre y, como tal, he vivido en todos los que han existido antes que yo y viviré en todos los que existan d"
757,EL SANADOR DE CABALLOS,"GINER, GONZALO",Historica y aventuras,20,7.81,480,Muy bueno,88,"Después de derrotar al ejército cristiano, las tropas almohades se abren paso a sangre y fuego arrasando todo lo que encuentran en su camino. Diego de Malagón, el humilde hijo de un posadero, es testi"
758,EL LECTOR DE CADÁVERES,"GARRIDO, ANTONIO",Historica y aventuras,21,7.8,235,Muy bueno,57,"En la antigua China, sólo los jueces más sagaces alcanzaban el codiciado título de «lectores de cadáveres» una élite de forenses que, aun a riesgo de su propia vida, tenían el mandato de que ningún cr"
759,EL UMBRAL DE LA ETERNIDAD (The Century 3),"FOLLETT, KEN",Historica y aventuras,22,7.76,486,Muy bueno,54,"En el año 1961 Rebecca Hoffman, profesora en Alemania del Este y nieta de lady Maud, descubrirá que la policía secreta está vigilándola mientras su hermano menor, Walli, sueña con huir a Occidente par"
760,"YO, JULIA","POSTEGUILLO, SANTIAGO",Historica y aventuras,23,7.76,312,Muy bueno,69,"192d.C. Varios hombres luchan por un imperio, pero Julia, hija de reyes, madre de césares y esposa de emperador, piensa en algo más grande: una dinastía. Roma está bajo el control de Cómodo, un empera"
761,LA LADRONA DE LIBROS,"ZUSAK, MARKUS",Historica y aventuras,24,7.74,1.576,Muy bueno,206,"En plena II Guerra Mundial, la pequeña Liesel hallará su salvación en la lectura. Una novela preciosa, tremendamente humana y emocionante, que describe las peripecias de una niña alemana de nueve años"
762,LA DAMA DE LAS CAMELIAS,"DUMAS, ALEJANDRO (Alexandre Dumas)",Historica y aventuras,25,7.67,313,Muy bueno,31,"Reflexione en todo esto, señora: usted quiere a Armand, déle pruebas por medio de lo único que aún le falta por probar; sacrificando, en pro de su porvenir, el amor que usted le tiene. Aún no ha ocurr"
763,CIENFUEGOS (CIENFUEGOS 1),"VÁZQUEZ-FIGUEROA, ALBERTO",Historica y aventuras,26,7.67,234,Muy bueno,15,"Con esta novela se inicia la inolvidable saga Cienfuegos, publicada íntegramente en esta colección, que narra las peripecias y vicisitudes de su protagonista, un joven canario, en el Nuevo Mundo que l"
764,LA LLAVE DE SARAH,"DE ROSNAY, TATIANA",Historica y aventuras,27,7.66,302,Muy bueno,46,"París, julio de 1942. Las autoridades arrestan a 13.000 judíos ante la mirada de los parisinos, que guardan silencio por miedo, indiferencia o simple interés, pues esperan ocupar las viviendas vacías."
765,EL CLAN DEL OSO CAVERNARIO (LOS HIJOS DE LA TIERRA I),"AUEL, JEAN MARIE",Historica y aventuras,28,7.63,1.395,Muy bueno,91,"Primer título de la serie Los Hijos de la Tierra. Narra como Ayla, una niña Cromagnon de 5 años, queda aislada de su tribu por culpa de un terremoto. Pese a ser de una estirpe más desarrollada, es aco"
766,PROMÉTEME QUE SERÁS LIBRE,"MOLIST, JORGE",Historica y aventuras,29,7.63,266,Muy bueno,48,"Después del éxito de El anillo y La reina oculta, Jorge Molist nos sumerge con su nueva obra en el fascinante mundo del Renacimiento a través de un documentado relato que habla de amor, pasión, vengan"
767,MEMORIAS DE ADRIANO,"YOURCENAR, MARGUERITE",Historica y aventuras,30,7.63,252,Muy bueno,23,"Alabada unánimemente por la crítica como una de las obras más singulares, bellas u profundas de la literatura del siglo XX y considerada a menudo la primera novela posmoderna, Memorias de Adriano marc"
768,TUAREG,"VÁZQUEZ-FIGUEROA, ALBERTO",Historica y aventuras,31,7.59,549,Muy bueno,37,"Los tuareg constituyen un pueblo altivo cuyo código moral difiere del de los árabes. Auténticos hijos del desierto, los tuareg no tienen rival en cuanto a sobrevivir en las condiciones más adversas. E"
769,TE DARÉ LA TIERRA,"LLORENS, CHUFO",Historica y aventuras,32,7.59,377,Muy bueno,50,"La Barcelona del siglo XI abriga en sus murallas dos historias marcadas por el drama, el amor y la ambición. La historia de un joven campesino que logra cambiar su destino con la esperanza de prospera"
770,UN MUNDO SIN FIN. Los pilares de la Tierra 2,"FOLLETT, KEN",Historica y aventuras,33,7.5,2.003,Muy bueno,151,"Dieciséis años después de la publicación de Los pilares de la Tierra, Ken Follet vuelve al fascinante mundo de Kingsbridge para presentar a sus lectores una magnífica saga épica marcada por el amor, l"
771,EL ASESINATO DE PITÁGORAS,"CHICOT, MARCOS",Historica y aventuras,34,7.49,239,Muy bueno,50,"El anciano filósofo Pitágoras, uno de los personajes con más poder de su época, está a punto de elegir un sucesor entre los grandes maestros cuando en su comunidad se inicia una serie de asesinatos. T"
772,EN BUSCA DEL UNICORNIO,"ESLAVA GALÁN, JUAN",Historica y aventuras,35,7.47,231,Muy bueno,27,"La novela, ambientada a fines del siglo XV, narra la historia de un personaje ficticio a quien se envía en busca del cuerno del unicornio, que se supone aumentará la virilidad del rey Enrique IV de Ca"
773,LA LEYENDA DEL LADRÓN,"GÓMEZ-JURADO, JUAN",Historica y aventuras,36,7.46,322,Muy bueno,60,"Prepárate a transportarte a la Sevilla del XVI, a un fascinante mundo de mendigos y prostitutas, nobles y comerciantes, espadachines y ladrones. El amor, la pasión y la venganza son los pilares de est"
774,LOS BORGIA,"PUZO, MARIO",Historica y aventuras,37,7.4,229,Muy bueno,15,"El autor nos transporta al Renacimiento, al mundo de Alejandro VI, el Papa Borgia, y de sus hijos César, Juan, Lucrecia y Jofre. Ésta es la historia de una familia cuya ambición y sed de poder la llev"
775,EL ÚLTIMO JUDÍO,"GORDON, NOAH",Historica y aventuras,38,7.3,901,Muy bueno,50,El último judío toma como punto de partida la expulsión de los judíos en la España del siglo XV y como protagonista al joven Yonah Toledano. Cuando Yonah es separado de los únicos miembros de su famil
776,LEÓN EL AFRICANO,"MAALOUF, AMIN",Historica y aventuras,39,7.3,220,Muy bueno,21,"En una época de crisis en la que dos grandes imperios pugnan por la supremacía en el Mediterráneo, Hasan, nacido en Granada poco antes de 1492 y más conocido como León el Africano, emprende una extrao"
777,LA CATEDRAL DEL MAR,"FALCONES, ILDEFONSO",Historica y aventuras,40,7.27,3.064,Muy bueno,266,"La Barcelona medieval en tiempos de la construcción del templo de Santa María del Mar conforma el escenario de esta soberbia recreación histórica repleta de intriga, violencia y pasión, en un tiempo c"
778,LA SOMBRA DEL AGUILA,"PÉREZ-REVERTE, ARTURO",Historica y aventuras,41,7.26,345,Muy bueno,24,"Bajo su tono desgarrado, lúcido, divertido y trágico a un tiempo,  Arturo Pérez-Reverte desvela una descarnada y mordaz visión de  la guerra y de la condición humana. La sombra del águila narra una hi"
779,UNA COLUMNA DE FUEGO. Los pilares de la Tierra 3,"FOLLETT, KEN",Historica y aventuras,42,7.24,182,Muy bueno,40,"Una columna de fuego arranca cuando el joven Ned Willard regresa a su hogar en Kingsbridge por Navidad. Corre el año 1558, un año que trastocará la vida de Ned y que cambiará Europa para siempre. Las "
780,EL VALLE DE LOS CABALLOS (LOS HIJOS DE LA TIERRA II),"AUEL, JEAN MARIE",Historica y aventuras,43,7.17,639,Muy bueno,29,"Segundo título de la serie Los Hijos de la Tierra. Cuenta la vida de Ayla sin el clan, comienza para ella un viaje lleno de peligros, pero su instinto de supervivencia le hará llegar a un valle de cab"
781,LA JOVEN DE LA PERLA,"CHEVALIER, TRACY",Historica y aventuras,44,7.12,425,Muy bueno,39,"En la segunda mitad del siglo XVII, el pintor holandés Johannes Vermeer inmortalizó en una tela a una bella muchacha adornada con un turbante y un pendiente de perla. Sus labios parecen esbozar una so"
782,EL CABALLERO DEL JUBÓN AMARILLO (Alatriste V),"PÉREZ-REVERTE, ARTURO",Historica y aventuras,45,7.1,318,Muy bueno,6,"Don Francisco de Quevedo me dirigió una mirada que interpreté como era debido, pues fui detrás del capitán Alatriste. Avísame si hay problemas, habían dicho sus ojos tras los lentes quevedescos. Dos a"
783,ALEXANDROS I (EL HIJO DEL SUEÑO),"MANFREDI, VALERIO MASSIMO",Historica y aventuras,46,7.08,206,Muy bueno,15,"Nadie puede permanecer indiferente ante la belleza de Alejandro, ni ante la grandiosidad de su Imperio, que se extendió desde el Danubio hasta el Indo. Un hombre considerado un Dios por sus contemporá"
784,LOS CAZADORES DE MAMUTS (LOS HIJOS DE LA TIERRA III),"AUEL, JEAN MARIE",Historica y aventuras,47,7.05,504,Muy bueno,21,"Tercer título de la serie Los Hijos de la Tierra. Ayla y Jondalar, su fiel compañero, con el que ha descubierto el amor, dejan detrás su hogar y son recibidos por los cazadores de mamuts, entre los cu"
785,LA CONJURA DE CORTÉS (La vida extraordinaria de Martín Ojo de Plata 3),"ASENSI, MATILDE",Historica y aventuras,48,7.05,199,Muy bueno,16,"Esta novela, que cierra la trilogía sobre Martín Ojo de Plata, culmina el recorrido de la autora por el Siglo de Oro español, visto esta vez desde Nueva España. A través de sus páginas, el lector podr"
786,CHAMÁN,"GORDON, NOAH",Historica y aventuras,49,7.03,877,Muy bueno,43,"Escocés y vástago de una familia que ha practicado la medicina a lo largo de generaciones, el doctor Robert Judson Cole debe dejar su devastada tierra por razones políticas y emigar a las nuevas tierr"
787,LIMPIEZA DE SANGRE (Alatriste II),"PÉREZ-REVERTE, ARTURO",Historica y aventuras,50,7.02,484,Muy bueno,16,"A punto de incorporarse a su antiguo tercio en Flandes, Diego Alatriste se ve envuelto por mediación de su amigo don Francisco de Quevedo en otra peligrosa aventura. Una mujer ha aparecido estrangulad"
788,DE VIAJE CON QUINO,"LAVADO TEJÓN, JOAQUÍN S. (QUINO)",Humor,1,9.29,13,Excelente,1,"De viaje con Quino es un libro que propone un recorrido por la obra ya publicada del autor, tomando como punto de partida la idea del viaje. Así, en las primeras páginas viajaremos en el tiempo hasta "
789,MAFALDA. TODAS LAS TIRAS,"LAVADO TEJÓN, JOAQUÍN S. (QUINO)",Humor,2,9.27,46,Excelente,1,"Para todos los admiradores y personas devotas de esta única y encantadora niña preguntona, que representa el inconsciente colectivo de toda una generación. Una magnífica recopilación, para disfrutar y"
790,¡QUE MALA ES LA GENTE!,"LAVADO TEJÓN, JOAQUÍN S. (QUINO)",Humor,3,8.87,15,Muy bueno,0,"El famoso creador de Mafalda nos ofrece siempre en sus libros la posibilidad de que riamos sin dejar de percibir una crítica sutil y aguda al estado de las cosas en el mundo.

"
791,MAFALDA 10,"LAVADO TEJÓN, JOAQUÍN S. (QUINO)",Humor,4,8.75,110,Muy bueno,0,"Disfruta con Mafalda, la creación más famosa, de uno de los mayores humoristas gráficos del momento. No te defraudara.

"
792,MAFALDA 0,"LAVADO TEJÓN, JOAQUÍN S. (QUINO)",Humor,5,8.73,88,Muy bueno,1,"Nuestra encantadora Mafalda hará las delicias de toda la familia, como siempre. Disfruta con sus ocurrencias y las de sus amigos.

"
793,10 AÑOS CON MAFALDA,"LAVADO TEJÓN, JOAQUÍN S. (QUINO)",Humor,6,8.69,190,Muy bueno,4,"Mafalda, la genial creación de Quino, esa niña rebelde e ingeniosa que ha seducido a varias generaciones de niños y adultos, definida por Eco como ""una heroína iracunda que rechaza al mundo tal cual e"
794,MAFALDA 1,"LAVADO TEJÓN, JOAQUÍN S. (QUINO)",Humor,7,8.69,151,Muy bueno,3,"Nuestra encantadora Mafalda hará las delicias de toda la familia, como siempre. Disfruta con sus ocurrencias y las de sus amigos.

"
795,MAFALDA 7,"LAVADO TEJÓN, JOAQUÍN S. (QUINO)",Humor,8,8.63,105,Muy bueno,1,"Disfruta con la siempre adorable Mafalda, su hermanito Guille, el pelo-cepillo y roñoso de Manolito, la madraza de Susanita, el miedoso de Felipe, Miguelito, Libertad y demás personajes de estas diver"
796,MAFALDA 5,"LAVADO TEJÓN, JOAQUÍN S. (QUINO)",Humor,9,8.62,146,Muy bueno,1,"Disfruta de las tiras de cómicas de la siempre adorable Mafalda, que con sus curiosidades abrirán todo un mundo por delante... política, sexo,... si ella pudiera solucionaría cualquier problema del mu"
797,MAFALDA 4,"LAVADO TEJÓN, JOAQUÍN S. (QUINO)",Humor,10,8.56,125,Muy bueno,2,"¿Quién no sabe el plato que más odia Mafalda? Lo roñoso que es Miguelito o lo madraza que se siente Susanita. Si todavía no los conoces ¿a qué estás esperando?

"
